SCHOOL,DISTRICT,CODE,NAME,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SEC,THIRD,PASS,FAIL,PASS.PERCENT
2637,MAKWANPUR,33037,ARNIKO ACADEMY ENGLISH MEDIUM SCHOOL HETA,52,46,55,23,48,41,31,31,2,6,8,0,16,15,52
1924,KATHMANDU,29100,ARNIKO AWASIYA MA VI BHOTEBAHAL,62,58,68,46,50,58,45,45,2,34,2,0,38,7,84
522,MORANG,9026,ARNIKO BOARDING SCHOOL BIRATNAGAR-13,5,5,61,52,60,50,103,103,8,74,17,0,99,4,96
1740,BHAKTAPUR,28013,ARNIKO MA VI GAMCHA,41,51,32,36,52,53,22,22,0,9,5,0,14,8,64
2426,LALITPUR,32037,ARNIKO MA VI KHUMALTAR,62,56,78,43,53,57,29,29,1,24,3,0,28,1,97
3398,SYANGJA,43034,ARNIKO MA VI RANG BHANG,16,48,14,12,27,37,63,63,0,0,3,0,3,60,5
3849,RUPANDEHI,48065,ARNIKO MEMORIAL ENGLISH BOARDING SCHOOL P,57,41,57,37,60,49,19,19,0,8,5,0,13,6,68
1290,DHANUSHA,20068,ARNIKO SECONDARY BOARDING SCHOOL JANAKPU,37,36,49,30,37,44,15,15,0,0,9,0,9,6,60
62,PANCHTHAR,2026,ARUBOTE MA VI ARUBOTE,18,36,13,22,40,21,67,66,0,0,2,0,2,64,3
2207,KATHMANDU,29401,ARUN JYOTI VIDYA MANDIR JORPATI,58,66,82,48,45,49,38,37,2,35,0,0,37,0,100
462,BHOJPUR,8012,ARUN MA VI DINGLABAZAR,23,50,23,3,45,41,63,63,1,7,3,0,11,52,17
3337,TANAHUN,42075,ARUN MA VI HUSLANG,24,30,12,19,37,47,17,17,0,0,0,0,0,17,000
1973,KATHMANDU,29151,ARUNIMA MA VI BOUDHA JORPATI,65,60,92,6,6,54,126,126,40,86,0,0,126,0,100
143,ILAM,3056,ARUNODAYA AWASIYA MA VI LAXMIPUR,32,45,32,43,48,5,28,28,0,5,15,0,20,8,71
1074,SIRAHA,16060,ARUNODAYA AWASIYA MA VI MIRCHAIYA,35,62,5,32,55,44,67,67,0,22,42,0,64,3,96
1706,KAVREPALANC,27090,ARUNODAYA ENGLISH AWASIYA MA VI PANAUTI,61,6,78,58,57,51,31,31,0,28,2,0,30,1,97
1889,KATHMANDU,29064,ARUNODAYA MA VI AARUBARI,40,62,47,32,44,50,45,45,0,11,23,2,36,9,80
453,BHOJPUR,8003,ARUNODAYA MA VI CHARAMBI,2,35,18,20,41,31,37,37,0,0,7,0,7,30,19
2680,CHITWAN,34012,ARUNODAYA MA VI GITANAGAR,3,55,57,45,55,55,53,53,1,21,19,0,41,12,77
3332,TANAHUN,42069,ARUNODAYA MA VI JILANG,18,4,20,22,40,39,23,23,0,0,3,0,3,20,13
4777,KAILALI,73002,ARUNODAYA MA VI KHAIRIPHANTA,24,44,33,30,37,40,85,84,0,2,19,3,24,60,29
338,SANKHUWASAB,5016,ARUNODAYA MA VI LINGAM,26,34,17,24,36,34,46,46,0,0,5,4,9,37,20
420,DHANKUTA,7026,ARUNODAYA MA VI SALGHARI LEGUWA,15,45,27,25,46,30,19,19,0,1,4,0,5,14,26
1853,KATHMANDU,29026,ARUNODAYA MA VI SATIKHEL PHARPING,37,57,57,32,48,47,63,63,0,21,37,0,58,5,92
262,JHAPA,4109,ARUNODYA AWASIYA SECONDARY SCHOOL KAKAR,23,50,34,3,53,34,32,32,0,4,12,1,17,15,53
3189,KASKI,41092,ARWA VIJAYA MA VI DHANDBESI,20,29,19,18,35,36,27,26,0,0,1,1,2,24,8
4956,DANDELDHURA,76002,ASHIGRAM MA VI RUPAL,17,41,17,25,44,30,28,28,0,0,3,1,4,24,14
2283,KATHMANDU,29484,ASHIRVAD BOARDING SCHOOL BALUWATAR,66,53,74,5,55,54,15,15,0,15,0,0,15,0,100
2333,KATHMANDU,29535,ASHIYAAN INTERNATIONAL SCHOOL SALLAGHARI B,56,43,47,29,43,43,22,22,0,4,10,0,14,8,64
4971,DANDELDHURA,76017,ASIGRAM MA VI RUWAKHOLA,26,47,42,26,40,37,12,12,0,0,6,2,8,4,67
2586,LALITPUR,32205,ASMITA ENGLISH SCHOOL SAINBU-4 BHAINSEPATI,59,63,78,40,55,54,14,14,1,12,1,0,14,0,100
2304,KATHMANDU,29505,ASPHODEL PUBLIC SCHOOL KALIKASTHAN DILLIBA,60,56,86,60,54,54,16,16,2,14,0,0,16,0,100
2491,LALITPUR,32104,ASTER ACADEMY IMADOL,53,53,69,49,55,51,14,13,1,11,1,0,13,0,100
4730,ACHHAM,71037,ASTSIDDHI MA VI DHUNGACHALNA,18,38,25,20,35,33,20,20,0,0,4,1,5,15,25
1666,KAVREPALANC,27050,ATMA BIKASH MA VI CHAYASINGKHARKA,27,40,40,27,38,34,50,50,0,2,15,5,22,28,44
3661,GULMI,46014,ATMABODH MA VI KHARJYANG MANKOT,24,37,15,28,44,42,32,32,0,0,4,0,4,28,13
3905,RUPANDEHI,48122,ATOM MODEL ENGLISH BOARDING SCHOOL BUTWA,34,45,30,23,34,52,34,34,0,5,6,0,11,23,32
2160,KATHMANDU,29352,ATULANEEYA (UNIQUE) HIGH SCHOOL SIPHAL,60,63,8,52,47,52,21,21,1,17,3,0,21,0,100
1629,KAVREPALANC,27013,AZAD MA VI BANEPA,3,50,43,32,42,45,32,32,0,4,13,3,20,12,63
579,MORANG,9083,AZALEA SECONDARY BOARDING SCHOOL BIRATNA,59,54,75,53,61,5,40,40,4,33,2,0,39,1,98
3219,KASKI,41123,B M G BOARDING SCHOOL SAINIK BASTI GAGANGA,52,55,5,36,61,53,19,19,0,16,3,0,19,0,100
4331,DANG,58056,B P KOIRALA MA VI BAYALE SIMTARA,33,53,26,21,41,42,35,35,0,6,3,0,9,26,26
1279,DHANUSHA,20056,B P KOIRALA MA VI SAPAHI,31,48,37,28,36,42,23,23,0,2,10,3,15,8,65
789,SOLUKHUMBU,11021,B P SANSKRIT MA VI SALYAN SOLUKHUMBU,23,60,24,32,49,47,4,4,0,0,2,0,2,2,50
995,SAPTARI,15041,B P SMARAK PUBLIC MA VI BHARADAHA,28,44,28,42,5,39,29,29,0,0,12,2,14,15,48
2524,LALITPUR,32140,B R L MEMORIAL SECONDARY SCHOOL KUPONDOL,6,57,9,6,66,50,5,5,0,5,0,0,5,0,100
2433,LALITPUR,32044,BAAL VIDHYA GRIHA MA VI MAN BHAWAN,62,61,55,30,5,51,8,8,0,3,3,0,6,2,75
2161,KATHMANDU,29353,BABA BATIKA MA VI PASHUPATI DEVPATTAN,23,35,21,15,29,38,209,207,0,1,23,0,24,183,12
1857,KATHMANDU,29030,BABA BOARDING MA VI CHABHIL,59,7,81,44,52,53,70,70,9,59,2,0,70,0,100
2445,LALITPUR,32056,BABU VIDYAMANDIR SECONDARY SCHOOL THASIK,59,56,64,38,54,49,24,23,1,13,5,0,19,4,83
2324,KATHMANDU,29526,BABYLON NATIONAL SCHOOL SHANTINAGAR,56,7,72,46,47,59,33,31,3,28,0,0,31,0,100
1570,DHADING,26016,BACHCHHALA DEVI MA VI SATYADEVI KHANIYABAS,27,61,42,23,5,36,14,14,0,0,5,0,5,9,36
1465,SINDHUPALCH,23046,BACHCHHALA DEVI MA VI SHYAMSADHU GHUMTHA,20,37,30,26,37,37,12,12,0,0,4,1,5,7,42
2736,CHITWAN,34068,BACHHAULI MA VI BACHHAULI,33,5,39,21,42,50,45,45,0,2,12,0,14,31,31
4649,BAJURA,69016,BADI MALIKA MA VI DHIM,23,46,32,29,43,33,10,10,0,0,3,1,4,6,40
4387,KALIKOT,62001,BADI MALIKA MA VI RASKOT SYUNA,21,39,18,19,38,4,53,53,0,0,3,0,3,50,6
1564,DHADING,26010,BADRI BISHAL MA VI BUDATHUM,24,56,28,19,47,34,51,51,0,3,12,0,15,36,29
4611,BARDIA,68018,BAGALAMUKHI MA VI GULARIYA,40,5,38,44,45,47,114,114,0,28,45,2,75,38,66
2634,MAKWANPUR,33034,BAGAMATI MA VI RAIGAON,29,47,35,27,44,40,8,8,0,0,5,0,5,3,63
1657,KAVREPALANC,27041,BAGDEVI MA VI JAMDI,35,50,41,27,48,42,55,55,0,6,28,3,37,18,67
1698,KAVREPALANC,27082,BAGDEVI MA VI SALLE MULABARI,18,35,13,16,32,27,32,32,0,1,3,0,4,28,13
1573,DHADING,26019,BAGESHWARI MA VI RICHOKTAR,3,48,50,21,54,40,78,78,0,4,26,0,30,48,38
2651,MAKWANPUR,33051,BAGESHWARI MA VI TISTUNG NAUKHANDE,3,47,36,23,40,43,13,13,0,1,4,0,5,8,38
1568,DHADING,26014,BAGESHWORI MA VI BAIRENI,32,50,34,26,43,44,91,91,0,11,28,1,40,51,44
1485,RASUWA,24007,BAGESWARI MA VI BHORLE,32,51,43,26,5,3,13,13,0,0,13,0,13,0,100
1503,NUWAKOT,25012,BAGESWARI MA VI CHOKADE,27,4,4,27,49,37,65,65,0,7,19,7,33,32,51
4509,SURKHET,66034,BAGESWARI MA VI RAKAM,18,41,10,13,27,34,43,43,0,0,3,0,3,40,7
1745,BHAKTAPUR,28020,BAGESWORI HIGHER SECONDARY SCHOOL TAULA,41,53,57,33,49,49,201,201,2,65,83,0,150,51,75
4625,BARDIA,68044,BAGESWORY ENGLISH MEDIUM SCHOOL GULARIYA,47,50,52,37,50,50,43,43,2,19,13,0,34,9,79
1867,KATHMANDU,29041,BAGH BHAIRAB BOARDING MA VI KIRTIPUR,59,52,78,60,57,5,26,26,4,18,3,0,25,1,96
1836,KATHMANDU,29009,BAGHA BHAIRAB MA VI CHAMPADEVI MACHCHHE G,27,50,56,31,46,51,25,25,0,5,15,0,20,5,80
1426,SINDHUPALCH,23005,BAGHA BHAIRAB MA VI THOKARPA,25,37,35,22,36,33,106,73,0,23,41,0,64,8,88
2407,LALITPUR,32018,BAGHA BHAIRAV MA VI BATASE,32,59,58,29,48,40,33,33,0,9,15,2,26,7,79
3049,LAMJUNG,40014,BAGISHWARI MA VI BICHOUR,27,45,23,22,39,43,54,54,0,3,14,0,17,37,31
348,SANKHUWASAB,5026,BAGISHWARI MA VI DHUNGEDHARA,26,42,36,34,42,43,52,52,0,3,20,0,23,29,44
5026,KANCHANPUR,77037,BAGISHWARY MA VI PARASHAN,24,43,20,22,40,37,33,33,0,0,4,1,5,28,15
1847,KATHMANDU,29020,BAGMATI AWASIYA MA VI NAXAL,6,58,66,44,45,5,64,63,4,36,16,0,56,7,89
1722,KAVREPALANC,27106,BAGMATI ENGLISH BOARDINGH SCHOOL BANEPA 6,54,46,77,41,46,44,10,10,0,9,1,0,10,0,100
2817,RAUTAHAT,35034,BAGMATI MA VI GOPALKUTI PAURAI,24,32,32,21,29,34,101,100,0,4,16,4,24,76,24
3228,KASKI,41132,BAHADURE MA VI BHADAURE DEURALI,18,37,25,17,28,35,8,8,0,0,1,0,1,7,13
1241,DHANUSHA,20018,BAIDYANATH DEVNARAYAN JANTA MA VI TULSIYAH,28,36,40,27,33,4,35,35,0,5,11,1,17,18,49
4710,ACHHAM,71016,BAIJANATH MA VI PAYAL,25,41,33,24,42,36,40,40,0,0,18,1,19,21,48
5010,KANCHANPUR,77021,BAIJNATH MA VI GAILNADI SUDA,34,49,37,3,4,45,31,31,0,5,9,1,15,16,48
4990,KANCHANPUR,77001,BAIJNATH MA VI MAHENDRANAGAR,3,44,42,30,4,50,81,80,0,7,39,0,46,34,58
5014,KANCHANPUR,77025,BAIJNATH MA VI NAYA TILAKPUR,20,38,18,14,3,31,14,13,0,0,2,0,2,11,15
5017,KANCHANPUR,77028,BAIJNATH SIDDHANATH MA VI MATAINA,20,42,22,20,25,4,60,60,0,1,9,3,13,47,22
2695,CHITWAN,34027,BAIRIYA MA VI PANCHAKANYA,41,49,51,4,47,45,44,44,0,15,23,1,39,5,89
1084,DOLAKHA,17005,BAITESHWOR MA VI NAMDU,23,45,30,3,41,38,114,112,0,2,29,3,34,78,30
2619,MAKWANPUR,33019,BAJRA BARAHI MA VI THAHACHOK TISTUNG,36,56,48,34,48,48,38,38,0,9,22,0,31,7,82
2395,LALITPUR,32005,BAJRABARAHI MA VI CHAPAGAUN,3,55,53,28,44,43,36,36,0,5,23,0,28,8,78
446,DHANKUTA,7052,BAJRAMAI MA VI BODHE-5,12,4,1,23,43,35,24,24,0,0,1,0,1,23,4
2162,KATHMANDU,29354,BAJRAYOGINEE ENGLISH SCHOOL SALAMBUTAR S,58,57,86,57,60,51,32,32,4,26,2,0,32,0,100
3024,GORKHA,38064,BAKRESWOR MA VI BAKRANG,29,54,36,26,45,56,15,15,0,0,6,0,6,9,40
1702,KAVREPALANC,27086,BAL ADARSHA MA VI PANAUTI KHOPASI,36,48,44,26,39,40,40,40,0,6,15,1,22,18,55
2492,LALITPUR,32105,BAL ANKUR MA VI THECHO,60,63,81,49,56,47,18,17,2,15,0,0,17,0,100
1777,BHAKTAPUR,28052,BAL BALIKA MA VI DEVDOL,56,57,68,49,63,57,11,11,3,6,2,0,11,0,100
1681,KAVREPALANC,27065,BAL BATIKA BIDHYA MANDIR TINDOBATO BANEPA,60,55,72,46,43,5,58,58,1,45,12,0,58,0,100
636,MORANG,9141,BAL BATIKA ENGLISH BOARDING SCHOOL BIRATNA,59,59,71,5,55,48,7,7,0,7,0,0,7,0,100
4261,PYUTHAN,57018,BAL BHADRA MA VI BANDIKOT SHILING,19,4,19,26,38,36,49,49,0,0,2,2,4,45,8
3419,SYANGJA,43055,BAL BIDHYA VIKASH MA VI WALING,40,57,52,37,55,61,33,33,0,21,11,0,32,1,97
2246,KATHMANDU,29442,BAL BIKAS BOARDING SCHOOL BUDHANILKANTHA,57,57,71,43,46,49,35,35,4,19,10,0,33,2,94
1997,KATHMANDU,29176,BAL BIKAS MA VI AALAPOT,41,56,57,32,42,55,18,18,0,6,9,0,15,3,83
3296,TANAHUN,42030,BAL BIKASH MA VI BHIRKOT,27,41,33,31,50,49,10,10,0,1,4,0,5,5,50
4693,BAJHANG,70036,BAL BIKASH MA VI GOLAI,22,5,45,36,44,39,35,35,0,2,11,0,13,22,37
2424,LALITPUR,32035,BAL BINOD MA VI PURNACHANDI,32,55,35,26,46,47,52,52,0,12,6,0,18,34,35
2653,MAKWANPUR,33053,BAL BODH MA VI BHULBHULE HATIYA,28,48,45,32,4,47,44,43,0,8,18,1,27,16,63
2124,KATHMANDU,29315,BAL BYABASAYEE KENDRA MA VI SIPHAL,38,53,52,35,42,4,38,38,0,9,18,0,27,11,71
2869,BARA,36036,BAL EKATA ENGLISH BOARDING SCHOOL KALAIYA,59,62,9,52,69,56,32,32,4,28,0,0,32,0,100
1395,SARLAHI,22038,BAL GOVIND JANATA MA VI PIPARIYA,27,44,48,26,41,38,13,13,0,0,11,0,11,2,85
5031,KANCHANPUR,77042,BAL JAGRITEE ENGLISH MA VI SUDA,47,56,69,38,46,50,30,30,0,22,8,0,30,0,100
2666,MAKWANPUR,33069,"BAL JAGRITI ENGLISH SCHOOL, SIDDARTHA PATH",66,59,85,54,53,57,9,9,2,6,1,0,9,0,100
4277,DANG,58002,BAL JANATA MA VI BANGAUN DEUKHURI,29,39,16,20,41,30,104,103,0,3,10,4,17,86,17
2644,MAKWANPUR,33044,BAL JIVAN JYOTI MA VI MAKARI,27,46,45,21,41,38,25,25,0,0,9,1,10,15,40
3447,SYANGJA,43083,BAL JYOTI ENGLISH BOARDING SCHOOL DAHATHU,37,45,22,12,4,41,7,7,0,0,0,0,0,7,000
4576,BANKE,67043,BAL JYOTI ENGLISH MA VI KOHALPUR,54,55,60,45,53,6,24,24,2,14,5,0,21,3,88
2629,MAKWANPUR,33029,BAL JYOTI MA VI PIPLE HETAUNDA,3,49,56,38,43,43,75,75,0,14,52,3,69,6,92
3206,KASKI,41110,BAL KALYAN BOARDING SCHOOL KUNDAHAR POKH,63,55,59,45,59,47,34,34,2,25,7,0,34,0,100
4161,RUKUM,54005,BAL KALYAN MA VI AATHBISKOT,2,38,16,22,24,31,101,101,0,0,11,2,13,87,13
4174,RUKUM,54018,BAL KALYAN MA VI JHULKHET,27,4,19,24,38,37,69,69,0,2,8,1,11,58,16
213,JHAPA,4059,BAL KALYAN MA VI KUNJIBARI,20,43,29,29,50,47,26,26,0,0,6,1,7,19,27
4189,ROLPA,55001,BAL KALYAN MA VI LIWANG,3,60,35,24,42,44,65,65,0,7,32,0,39,26,60
3059,LAMJUNG,40024,BAL KALYAN MA VI TALPHAT,41,55,36,29,41,49,35,35,0,9,10,0,19,16,54
4210,ROLPA,55023,BAL KALYAN MA VI UPAWANG KURELI,17,33,12,19,33,3,10,10,0,0,0,0,0,10,000
573,MORANG,9077,BAL KALYAN VIDHYA MANDIR MA VI BIRATNAGAR,65,65,76,52,68,65,86,86,26,60,0,0,86,0,100
822,KHOTANG,12019,BAL KANYA MA VI PHAKTANG DHARTUNG,22,42,25,23,4,38,76,76,0,3,7,10,20,55,26
2720,CHITWAN,34052,BAL KUMARI ENGLISH SCHOOL NARAYANGADH,59,63,69,43,6,56,23,23,2,16,3,0,21,2,91
2713,CHITWAN,34045,BAL KUMARI KANYA MA VI NARAYANGADHA,40,62,61,44,56,59,90,90,5,51,26,0,82,8,91
2673,CHITWAN,34005,BAL KUMARI MA VI NARAYANGADH,36,59,63,48,58,57,73,73,4,34,23,0,61,12,84
2040,KATHMANDU,29226,BAL KUMARI MA VI SARANGKHEL PANGA,29,50,63,29,5,50,21,21,0,5,10,0,15,6,71
2414,LALITPUR,32025,BAL KUMARI MA VI SUNAKOTHI,39,6,57,25,46,49,23,23,1,4,9,0,14,9,61
2470,LALITPUR,32082,BAL KUNJA MA VI LUBHU,57,57,83,60,57,48,28,28,6,19,2,0,27,1,96
3962,KAPILVASTU,49044,BAL MA VI BANGANGA-8,20,45,25,20,32,44,51,50,0,2,4,0,6,44,12
564,MORANG,9068,BAL MA VI HARAKPUR,17,28,18,25,34,35,72,71,0,2,10,2,14,57,20
4434,JAJARKOT,64015,BAL MA VI JHAPRA,18,37,15,18,19,28,37,36,0,0,2,0,2,34,6
1156,RAMECHHAP,18033,BAL MA VI KHANIYAPANI BHIRKOT,22,43,32,20,47,44,19,19,0,0,3,0,3,16,16
152,ILAM,3066,BAL MANDAL MA VI JASBIRE,15,37,17,24,35,34,19,18,0,0,2,0,2,16,11
4278,DANG,58003,BAL MITERI MA VI BHOJPUR,25,40,25,18,31,35,77,77,0,1,12,3,16,61,21
2096,KATHMANDU,29283,BAL NAMOONA MA VI BALUWATAR,60,58,77,50,55,46,11,11,0,11,0,0,11,0,100
1696,KAVREPALANC,27080,BAL NIKETAN MA VI BANEPA,5,5,68,40,4,48,44,44,1,23,18,0,42,2,95
2831,RAUTAHAT,35048,BAL NIKETAN SECONDARY BOARDING SCHOOL CH,65,60,73,53,67,44,13,13,0,12,0,0,12,1,92
4272,PYUTHAN,57030,BAL SANSKRIT MA VI SWARGADWARI DHARAMPANI,29,44,28,20,32,40,17,17,0,0,6,0,6,11,35
1843,KATHMANDU,29016,BAL SEWA MA VI JHOCHHEN,40,5,46,30,35,38,62,62,0,9,30,4,43,19,69
1468,SINDHUPALCH,23049,BAL SHIKSHA MA VI MANKHA CHIMLINGBESI,30,49,46,33,47,42,51,51,0,13,19,0,32,19,63
4247,PYUTHAN,57004,BAL SHIKSHYA MA VI OKHARKOT,29,43,32,29,49,40,70,70,0,0,24,1,25,45,36
2125,KATHMANDU,29316,BAL SIRJANALAYA ENGLISH AWASIYA MA VI AARUB,56,47,59,26,47,45,11,11,0,4,4,0,8,3,73
1436,SINDHUPALCH,23015,BAL SUDHAR MA VI DUBACHAUR,24,42,38,35,43,43,37,37,0,4,13,2,19,18,51
1858,KATHMANDU,29031,BAL SUDHAR MA VI NAYAPATI,44,54,62,35,47,45,33,33,0,14,17,0,31,2,94
2068,KATHMANDU,29254,BAL TARA PRATISTHAN (LITTLE STARS ACADEMY) B,60,62,82,6,5,5,23,23,3,19,1,0,23,0,100
4201,ROLPA,55013,BAL UDAY MA VI MADICHAUR JANKOT,19,34,7,18,30,28,43,42,0,0,0,0,0,42,000
2306,KATHMANDU,29507,BAL UDDHAR MA VI KAPAN,33,54,41,34,38,41,52,52,0,6,34,0,40,12,77
767,SUNSARI,10106,BAL VIDHYA VIKASH ENGLISH SCHOOL INARUWA,43,59,58,47,57,54,5,5,0,3,2,0,5,0,100
4271,PYUTHAN,57029,BAL VIDYA MA VI MARANTHANA MAJUWA,27,43,26,26,38,35,26,26,0,1,6,2,9,17,35
4583,BANKE,67051,BAL VIDYA MANDIR E M SCHOOL KOHALPUR,51,64,72,3,6,51,11,11,0,10,1,0,11,0,100
3213,KASKI,41117,BAL VIDYA MANDIR ENGLISH BOARDING SCHOOL M,57,56,46,42,52,46,17,17,0,8,7,0,15,2,88
2236,KATHMANDU,29431,BAL VIKAS MA VI ICHANGU,36,52,57,33,40,46,9,9,0,2,6,0,8,1,89
2512,LALITPUR,32128,BAL VIKAS MA VI KANIBAHAL,58,57,70,38,51,52,15,15,0,10,5,0,15,0,100
4652,BAJURA,69019,BAL VIKAS MA VI MAJHPALI DAHAKOT,16,39,28,30,4,37,6,6,0,0,1,0,1,5,17
3091,LAMJUNG,40059,BALA BIKAS MA VI TANDRANG TAKSAR,37,35,24,14,4,4,22,22,0,2,3,0,5,17,23
1048,SIRAHA,16033,BALA SUNDARI MA VI BHAGWANPUR,18,35,26,25,33,41,39,38,0,0,9,1,10,28,26
1941,KATHMANDU,29118,BALAMBU MA VI BALAMBU,52,6,77,39,50,62,53,53,3,46,3,0,52,1,98
4141,PARBAT,53051,BALARANI MA VI BALAKOTDAHA,19,32,14,23,38,36,17,17,0,0,1,0,1,16,6
177,JHAPA,4023,BALBHADRA JANTA MA VI DHAIJAN,26,5,41,42,51,47,43,43,0,10,10,0,20,23,47
3327,TANAHUN,42062,BALBIDHYA MANDIR MA VI DULEAGOUDA,55,57,66,47,62,58,27,27,2,23,2,0,27,0,100
2452,LALITPUR,32063,BALDEEKSHA SADAN MA VI SAUGAL,55,59,81,43,55,60,61,61,9,49,3,0,61,0,100
2488,LALITPUR,32101,BALESHWORI MA VI BHARDEU,33,40,29,23,47,45,18,18,0,0,11,1,12,6,67
3572,PALPA,45007,BALHIT MA VI ANAND BHANJYANG SAHALKOT,26,47,31,35,42,50,10,10,0,0,6,0,6,4,60
224,JHAPA,4070,BALKALYAN AWASIYA MA VI CHARPANE,55,52,65,51,62,48,29,29,1,22,5,0,28,1,97
4975,DANDELDHURA,76021,BALKALYAN MA VI PUILEK,19,40,28,19,44,37,17,17,0,0,3,1,4,13,24
4183,RUKUM,54027,BALKALYAN MA VI SOLABANG,28,45,19,23,39,34,91,91,0,0,14,1,15,76,16
4226,SALYAN,56013,BALKANYA MA VI KOTBARA,27,45,26,3,43,37,93,93,0,2,25,7,34,59,37
1764,BHAKTAPUR,28039,BALKOT ENGLISH MA VI BALKOT,58,54,72,6,6,45,22,22,3,12,4,0,19,3,86
671,SUNSARI,10007,BALKRISHNA MA VI RAMNAGAR BHUTAHA,18,41,23,3,36,43,60,60,0,1,13,1,15,45,25
1855,KATHMANDU,29028,BALKUMARI AWASIYA MA VI NAXAL,54,58,66,47,48,47,12,12,0,10,2,0,12,0,100
2463,LALITPUR,32075,BALKUMARI MA VI PRAYAGPOKHARI,56,57,73,47,56,59,16,16,0,14,2,0,16,0,100
3229,KASKI,41133,BALMANDIR ENGLISH SCHOOL LOMLE,53,63,69,38,54,63,13,13,0,13,0,0,13,0,100
316,JHAPA,4165,BALMIKI EDUCATION FOUNDATION CHARPANE 1 BI,53,60,64,46,62,52,20,20,2,16,2,0,20,0,100
584,MORANG,9088,BALMIKI ENGLISH MA VI BIRATNAGAR,48,5,58,51,52,49,47,47,2,31,9,0,42,5,89
3521,NAWALPARASI,44053,BALMIKI MA VI MOTIBASTI MAKAR,23,41,22,20,38,40,68,68,0,7,9,0,16,52,24
625,MORANG,9130,BALMIKI MEMORIAL BOARDING SCHOOL PATHARI,55,55,7,49,65,58,32,32,1,30,1,0,32,0,100
281,JHAPA,4128,BALNIKUNJA MA VI SATASHIDHAM,18,41,35,23,46,40,56,56,0,2,11,2,15,41,27
3202,KASKI,41106,BALODAYA ENGLISH BOARDING SCHOOL PARDI PO,64,63,70,5,73,6,22,22,4,18,0,0,22,0,100
3227,KASKI,41131,BALPRABHAT BOARDING SCHOOL NEW ROAD,70,71,70,49,7,6,15,15,2,12,1,0,15,0,100
1755,BHAKTAPUR,28030,BALPREMI MA VI THIMI,4,5,34,37,47,44,25,25,0,2,7,0,9,16,36
421,DHANKUTA,7027,BALSANSAR AWASIYA MA VI,52,63,62,45,60,46,23,23,1,16,6,0,23,0,100
3389,SYANGJA,43025,BALSIDDHA MA VI KEWARE BHANJYANG,17,35,24,20,28,29,52,52,0,2,6,0,8,44,15
2,TAPLEJUNG,1001,BALSUBODHINI SAN MA VI MEDIBUNG PHUNGLIN,18,42,22,30,45,42,34,34,0,2,4,0,6,28,18
4050,BAGLUNG,52034,BANASPATI MA VI JALJALA,3,40,46,31,43,47,25,25,0,0,13,3,16,9,64
4151,PARBAT,53062,BANAUN SECONDARY SCHOOL BANAUN,2,40,3,20,37,44,32,32,0,1,5,2,8,24,25
1719,KAVREPALANC,27103,BANEPA VALLEY BOARDING SCHOOL BANEPA-10,56,55,76,50,60,50,13,13,0,13,0,0,13,0,100
3956,KAPILVASTU,49037,BANGANGA MA VI MOTIPUR LOGAIN,29,49,38,25,40,51,54,54,0,9,21,2,32,22,59
3930,KAPILVASTU,49011,BANGANGA MA VI SIDDHIPUR,46,47,47,40,60,42,132,132,0,42,82,0,124,7,94
2473,LALITPUR,32085,BANI BILAS MA VI PYANGAUN,45,69,7,34,48,47,20,20,1,15,3,0,19,1,95
167,JHAPA,4013,BANI MA VI LAKHANPUR,15,38,26,29,5,36,113,113,0,7,8,0,15,98,13
599,MORANG,9104,BANI MA VI SIDHARAHA,1,31,9,22,37,34,51,51,0,1,1,0,2,49,4
327,SANKHUWASAB,5005,BANIBILAS MA VI LOHAKOT,26,47,25,34,46,43,24,24,0,0,7,0,7,17,29
3686,GULMI,46039,BANJHA KATERI MA VI BANJHAKATERI,15,40,26,22,37,38,43,43,0,0,3,2,5,38,12
4683,BAJHANG,70026,BANNICHOUR MA VI BANNICHOUR,38,51,49,34,46,38,16,16,0,5,9,1,15,1,94
2100,KATHMANDU,29287,BANSBARI MA VI MAHARAJGUNJ BANSABARI,5,58,54,40,46,46,40,40,0,17,18,0,35,5,88
2610,MAKWANPUR,33010,BANSHA GOPAL MA VI CHAUGHADA,4,50,55,39,47,47,92,92,0,19,54,3,76,16,83
3466,SYANGJA,43102,BARAH JANASHRAM SECONDARY SCHOOL KHANRA,18,47,18,15,41,35,12,12,0,0,0,0,0,12,000
4294,DANG,58019,BARAHA CHHETRA MA VI SEWAR BANGAUN,19,44,12,11,32,29,44,44,0,0,3,0,3,41,7
1590,DHADING,26036,BARAHA KALIKA MA VI PURSU,26,42,36,22,35,30,48,48,0,0,15,3,18,30,38
4198,ROLPA,55010,BARAHA KSHETRA MA VI BADACHAUR,25,48,34,25,48,36,12,12,0,0,6,0,6,6,50
3102,KASKI,41004,BARAHA MA VI BHINDABARI,28,49,33,32,43,4,41,41,0,3,20,1,24,17,59
3328,TANAHUN,42064,BARAHI BOARDING MA VI DAMAULI,58,58,71,5,61,53,36,36,1,29,4,0,34,2,94
3119,KASKI,41021,BARAHI MA VI MALEPATAN,23,49,38,27,44,49,88,88,0,8,31,1,40,48,45
2664,MAKWANPUR,33067,BARAHI MA VI NIBUWATAR,29,48,48,3,38,48,26,26,0,1,15,1,17,9,65
